종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"313760","윌링스 ","15200","500","3.40","66","230.30",,,"7447","2.04","80","0.53"
"008600","윌비스 ","1205","-35","-2.82",,,,,"1552","0.78","0","0.00"
"033270","유나이티드제약 ","45800","300","0.66","1794","25.53",,,"17045","2.69","350","0.76"
"064510","유네코 ","2750","0","0.00",,,,,"360","7.64","0","0.00"
"014830","유니드 ","100000","7300","7.87","8773","11.40","15054","6.64","88230","1.13","1400","1.40"
"036200","유니셈 ","11200","-100","-0.88","715","15.66","1422","7.88","4799","2.33","80","0.71"
"018000","유니슨 ","2680","-90","-3.25",,,,,"625","4.29","0","0.00"
"000910","유니온 ","7540","240","3.29","951","7.93",,,"8009","0.94","125","1.66"
"047400","유니온머티리얼 ","3110","110","3.67",,,,,"1980","1.57","20","0.64"
"203450","유니온커뮤니티 ","3420","-60","-1.72","163","20.98",,,"2427","1.41","70","2.05"
"011330","유니켐 ","1300","10","0.78","162","8.02",,,"1423","0.91","50","3.85"
"077500","유니퀘스트 ","10750","-50","-0.46","897","11.98","1748","6.15","8425","1.28","125","1.16"
"011320","유니크 ","5280","-70","-1.31",,,,,"5173","1.02","0","0.00"
"086390","유니테스트 ","26600","300","1.14","82","324.39","995","26.74","7301","3.64","0","0.00"
"241690","유니테크노 ","8600","60","0.70","418","20.57",,,"3194","2.69","0","0.00"
"142210","유니트론텍 ","6060","0","0.00","133","45.56",,,"4153","1.46","50","0.83"
"048430","유라테크 ","9360","-270","-2.80","387","24.19",,,"9766","0.96","50","0.53"
"206650","유바이오로직스 ","24350","650","2.74",,,,,"2779","8.76","0","0.00"
"089850","유비벨록스 ","16800","0","0.00","1088","15.44","2783","6.04","11539","1.46","0","0.00"
"032620","유비케어 ","6690","-60","-0.89","123","54.39",,,"2041","3.28","50","0.75"
"264450","유비쿼스 ","20700","-50","-0.24","1572","13.17",,,"9963","2.08","320","1.55"
"078070","유비쿼스홀딩스 ","15600","-50","-0.32","578","26.99",,,"11120","1.40","170","1.09"
"002920","유성기업 ","2810","-20","-0.71",,,,,"10196","0.28","120","4.27"
"024800","유성티엔에스 ","2990","-25","-0.83","2123","1.41",,,"9044","0.33","15","0.50"
"000700","유수홀딩스 ","5520","-60","-1.08","3202","1.72",,,"11744","0.47","500","9.06"
"054930","유신 ","16900","-200","-1.17","1009","16.75",,,"27608","0.61","500","2.96"
"069330","유아이디 ","2670","-30","-1.11",,,,,"778","3.43","0","0.00"
"049520","유아이엘 ","1930","-40","-2.03",,,,,"6906","0.28","0","0.00"
"336060","유안타제5호스팩 ","2915","-30","-1.02",,,,,,,"0","0.00"
"367460","유안타제7호스팩 ","2145","-15","-0.69",,,,,,,"0","0.00"
"367480","유안타제8호스팩 ","2110","5","0.24",,,,,,,"0","0.00"
"003470","유안타증권 ","3550","-30","-0.84","500","7.10",,,"6527","0.54","125","3.52"
"003475","유안타증권우 ","3685","-10","-0.27",,,,,,,"175","4.75"
"056090","유앤아이 ","23400","50","0.21",,,,,"3325","7.04","0","0.00"
"263770","유에스티 ","6350","980","18.25","205","30.98",,,"2161","2.94","0","0.00"
"072130","유엔젤 ","4340","-85","-1.92",,,,,"2765","1.57","0","0.00"
"000220","유유제약 ","7600","-50","-0.65","84","90.48",,,"6360","1.19","210","2.76"
"000225","유유제약1우 ","9800","-90","-0.91",,,,,,,"220","2.24"
"000227","유유제약2우B ","19250","-250","-1.28",,,,,,,"0","0.00"
"340930","유일에너테크 ","21450","300","1.42","542","39.58","492","43.61","2302","9.32","0","0.00"
"023410","유진기업 ","4790","-85","-1.74","692","6.92",,,"10357","0.46","170","3.55"
"056080","유진로봇 ","4860","-10","-0.21",,,,,"1108","4.39","0","0.00"
"373340","유진스팩6호 ","2175","-10","-0.46",,,,,,,"0","0.00"
"388800","유진스팩7호 ","2110","-5","-0.24",,,,,,,"0","0.00"
"084370","유진테크 ","43350","-100","-0.23","155","279.68","3916","11.07","10252","4.23","230","0.53"
"001200","유진투자증권 ","3195","-45","-1.39","797","4.01",,,"8932","0.36","120","3.76"
"178780","유테크 ","1730","0","0.00",,,,,"848","2.04","0","0.00"
"179900","유티아이 ","13200","-300","-2.22","35","377.14",,,"3595","3.67","100","0.76"
"263050","유틸렉스 ","17500","0","0.00",,,,,"3727","4.70","0","0.00"
"000100","유한양행 ","57300","-100","-0.17","2817","20.34","1559","36.75","24768","2.31","400","0.70"
"000105","유한양행우 ","56300","-200","-0.35",,,,,,,"410","0.73"
"003460","유화증권 ","2485","-15","-0.60","83","29.94",,,"6358","0.39","110","4.43"
"003465","유화증권우 ","2580","0","0.00",,,,,,,"120","4.65"
"191410","육일씨엔에쓰 ","4095","-65","-1.56",,,,,"1376","2.98","0","0.00"
"008730","율촌화학 ","23250","-300","-1.27","814","28.56",,,"14018","1.66","500","2.15"
"072770","율호 ","1970","-30","-1.50","31","63.55",,,"685","2.88","0","0.00"
"008250","이건산업 ","11850","100","0.85","158","75.00",,,"15750","0.75","200","1.69"
"039020","이건홀딩스 ","4635","-80","-1.70",,,,,"6491","0.71","70","1.51"
"025820","이구산업 ","4615","-265","-5.43","57","80.96",,,"3058","1.51","30","0.65"
"067920","이글루시큐리티 ","6300","-10","-0.16","526","11.98",,,"4533","1.39","160","2.54"
"044960","이글벳 ","6880","-80","-1.15","200","34.40",,,"2985","2.30","40","0.58"
"303530","이노뎁 ","19100","-150","-0.78","1006","18.99",,,"3566","5.36","0","0.00"
"302430","이노메트리 ","14150","-150","-1.05",,,"727","19.46","4880","2.90","0","0.00"
"214320","이노션 ","48300","-600","-1.23","3174","15.22","4398","10.98","38463","1.26","1800","3.73"
"073490","이노와이어리스 ","39350","-50","-0.13","1973","19.94","4534","8.68","15391","2.56","250","0.64"
"215790","이노인스트루먼트 ","1785","-35","-1.92","153","11.67",,,"1886","0.95","0","0.00"
"246960","이노테라피 ","10800","150","1.41",,,,,"2566","4.21","0","0.00"
"088390","이녹스 ","20400","-100","-0.49","1071","19.05",,,"13764","1.48","0","0.00"
"272290","이녹스첨단소재 ","41200","-250","-0.60","1352","30.47","4557","9.04","10365","3.97","0","0.00"
"053350","이니텍 ","4550","-110","-2.36","76","59.87",,,"5922","0.77","20","0.44"
"258610","이더블유케이 ","5140","140","2.80",,,,,"3065","1.68","0","0.00"
"041520","이라이콤 ","7020","-30","-0.43","680","10.32",,,"17423","0.40","600","8.55"
"264850","이랜시스 ","3350","0","0.00","123","27.24","242","13.84","1000","3.35","40","1.19"
"054210","이랜텍 ","13850","150","1.09",,,"1883","7.35","6077","2.28","50","0.36"
"164060","이루다 ","6390","-30","-0.47","324","19.72",,,"1801","3.55","0","0.00"
"065440","이루온 ","2065","0","0.00","81","25.49",,,"1364","1.51","0","0.00"
"139480","이마트 ","131000","-500","-0.38","12378","10.58","16390","7.99","325504","0.40","2000","1.53"
"115610","이미지스 ","2110","-60","-2.76",,,,,"489","4.31","0","0.00"
"349720","이베스트스팩5호 ","2110","5","0.24",,,,,,,"0","0.00"
"078020","이베스트투자증권 ","7220","-90","-1.23","2413","2.99",,,"11051","0.65","550","7.62"
"131400","이브이첨단소재 ","1410","-5","-0.35",,,,,"1104","1.28","0","0.00"
"351330","이삭엔지니어링 ","11500","0","0.00","770","14.94","896","12.84","2917","3.94","0","0.00"
"080010","이상네트웍스 ","8230","290","3.65","697","11.81",,,"11089","0.74","100","1.22"
"086890","이수앱지스 ","6380","-40","-0.62",,,,,"1542","4.14","0","0.00"
"007660","이수페타시스 ","6570","-70","-1.05",,,"810","8.11","1404","4.68","0","0.00"
"005950","이수화학 ","12450","-100","-0.80",,,"1875","6.64","10682","1.17","300","2.41"
"015020","이스타코 ","1390","-160","-10.32",,,,,"1139","1.22","0","0.00"
"047560","이스트소프트 ","13150","100","0.77","683","19.25","721","18.24","4061","3.24","0","0.00"
"067010","이씨에스 ","4970","-30","-0.60","399","12.46",,,"3944","1.26","130","2.62"
"093230","이아이디 ","248","3","1.22",,,,,"199","1.25","0","0.00"
"101360","이엔드디 ","22350","100","0.45","409","54.65",,,"5926","3.77","0","0.00"
"102710","이엔에프테크놀로지 ","27050","-300","-1.10","3332","8.12",,,"21710","1.25","150","0.55"
"066980","이엔코퍼레이션 ","3410","-85","-2.43",,,,,"1665","2.05","0","0.00"
"074610","이엔플러스 ","4170","-30","-0.71",,,,,"1312","3.18","0","0.00"
"063760","이엘피 ","6270","-30","-0.48","288","21.77",,,"7364","0.85","120","1.91"
"123570","이엠넷 ","6020","-40","-0.66","320","18.81","477","12.62","2807","2.14","50","0.83"
"083470","이엠앤아이 ","2775","0","0.00",,,,,"429","6.47","0","0.00"
"095190","이엠코리아 ","3410","-15","-0.44",,,,,"2082","1.64","0","0.00"
"091120","이엠텍 ","35650","-450","-1.25","62","575.00","3404","10.47","11602","3.07","0","0.00"
"102460","이연제약 ","27650","100","0.36","226","122.35",,,"12850","2.15","200","0.72"
"039030","이오테크닉스 ","93700","-2300","-2.40","1744","53.73","6283","14.91","32818","2.86","300","0.32"
"294090","이오플로우 ","21000","0","0.00",,,,,"1052","19.96","0","0.00"
"088290","이원컴포텍 ","8560","60","0.71",,,,,"573","14.94","0","0.00"
"084680","이월드 ","2215","-20","-0.89",,,,,"2557","0.87","0","0.00"
"181340","이즈미디어 ","4455","-65","-1.44",,,,,"1320","3.38","0","0.00"
"353810","이지바이오 ","4885","-295","-5.69","2476","1.97",,,"996","4.90","75","1.54"
"099750","이지케어텍 ","39450","-150","-0.38",,,,,"5305","7.44","86","0.22"
"377330","이지트로닉스 ","17250","400","2.37","815","21.17","833","20.71","3303","5.22","0","0.00"
"035810","이지홀딩스 ","3885","-165","-4.07","1634","2.38",,,"8129","0.48","50","1.29"
"160600","이큐셀 ","3100","0","0.00",,,,,"1090","2.84","0","0.00"
"092130","이크레더블 ","18350","-150","-0.81","1084","16.93","1281","14.33","4804","3.82","700","3.81"
"096040","이트론 ","323","-1","-0.31",,,,,"152","2.13","0","0.00"
"134060","이퓨쳐 ","7170","-60","-0.83","122","58.77",,,"3812","1.88","0","0.00"
"001840","이화공영 ","5200","-80","-1.52","15","346.67",,,"2156","2.41","10","0.19"
"000760","이화산업 ","15800","-100","-0.63",,,,,"35475","0.45","0","0.00"
"024810","이화전기 ","1255","-20","-1.57",,,,,"2650","0.47","0","0.00"
"014990","인디에프 ","1015","-15","-1.46",,,,,"699","1.45","0","0.00"
"041830","인바디 ","25450","50","0.20","1335","19.06","2521","10.09","10967","2.32","140","0.55"
"352940","인바이오 ","7420","-280","-3.64",,,,,"3664","2.03","0","0.00"
"101140","인바이오젠 ","2510","10","0.40",,,,,"1511","1.66","0","0.00"
"079950","인베니아 ","2505","-10","-0.40",,,,,"1762","1.42","0","0.00"
"277410","인산가 ","2205","-30","-1.34","177","12.46",,,"1301","1.69","50","2.27"
"060150","인선이엔티 ","10700","-100","-0.93","885","12.09","854","12.53","6702","1.60","0","0.00"
"033230","인성정보 ","2420","-15","-0.62",,,,,"1578","1.53","0","0.00"
"006490","인스코비 ","2800","15","0.54","26","107.69",,,"356","7.87","0","0.00"
"037330","인지디스플레 ","2565","-25","-0.97","374","6.86",,,"4090","0.63","100","3.90"
"023800","인지컨트롤스 ","12500","-100","-0.79",,,,,"11640","1.07","100","0.80"
"034590","인천도시가스 ","27000","-150","-0.55","2762","9.78",,,"43813","0.62","1250","4.63"
"211050","인카금융서비스 ","13050","0","0.00","2512","5.20",,,"5582","2.34","0","0.00"
"083640","인콘 ","1250","-5","-0.40",,,,,"1953","0.64","0","0.00"
"216050","인크로스 ","41700","-400","-0.95","1701","24.51","3001","13.90","9251","4.51","0","0.00"
"049070","인탑스 ","29150","-800","-2.67","2369","12.30",,,"27150","1.07","250","0.86"
"119610","인터로조 ","28200","-250","-0.88","982","28.72","2419","11.66","11035","2.56","300","1.06"
"017250","인터엠 ","1245","-5","-0.40",,,,,"2207","0.56","0","0.00"
"129260","인터지스 ","3145","-150","-4.55","180","17.47",,,"6245","0.50","0","0.00"
"035080","인터파크 ","5600","40","0.72",,,,,"3675","1.52","20","0.36"
"051370","인터플렉스 ","18050","200","1.12",,,"1813","9.95","7286","2.48","0","0.00"
"064290","인텍플러스 ","24700","-100","-0.40","757","32.63","2146","11.51","2432","10.16","100","0.40"
"189300","인텔리안테크 ","79300","100","0.13","76","1043.42","2355","33.68","9696","8.18","100","0.13"
"150840","인트로메딕 ","6330","180","2.93",,,,,"718","8.82","0","0.00"
"048530","인트론바이오 ","20700","250","1.22","476","43.49",,,"2576","8.04","0","0.00"
"023810","인팩 ","10100","-150","-1.46","337","29.97",,,"9650","1.05","150","1.49"
"175140","인포마크 ","8100","80","1.00",,,,,"1340","6.04","0","0.00"
"115310","인포바인 ","23000","-350","-1.50","3075","7.48",,,"27922","0.82","900","3.91"
"039290","인포뱅크 ","18550","650","3.63","175","106.00",,,"6171","3.01","10","0.05"
"071200","인피니트헬스케어 ","6510","-70","-1.06","274","23.76",,,"3737","1.74","0","0.00"
"016670","인피니티엔티 ","973","0","0.00",,,,,"629","1.55","0","0.00"
"101930","인화정공 ","14700","-150","-1.01","3466","4.24",,,"17617","0.83","0","0.00"
"249420","일동제약 ","54100","4000","7.98",,,,,"10694","5.06","0","0.00"
"000230","일동홀딩스 ","13000","300","2.36",,,,,"10633","1.22","100","0.77"
"013360","일성건설 ","2895","-295","-9.25","49","59.08",,,"1673","1.73","15","0.52"
"003120","일성신약 ","77800","-700","-0.89","2100","37.05",,,"130630","0.60","750","0.96"
"333430","일승 ","2770","-50","-1.77",,,,,,,"0","0.00"
"068330","일신바이오 ","3170","-25","-0.78","93","34.09",,,"1004","3.16","7","0.22"
"003200","일신방직 ","109500","-1000","-0.90","4428","24.73",,,"295756","0.37","1500","1.37"
"007110","일신석재 ","1845","-10","-0.54","8","230.63",,,"674","2.74","0","0.00"
"058450","일야 ","685","0","0.00",,,,,"500","1.37","0","0.00"
"007570","일양약품 ","24500","-100","-0.41","597","41.04",,,"10609","2.31","120","0.49"
"007575","일양약품우 ","25800","-150","-0.58",,,,,,,"145","0.56"
"008500","일정실업 ","30800","50","0.16",,,,,"21268","1.45","0","0.00"
"019540","일지테크 ","3165","-40","-1.25",,,,,"7923","0.40","0","0.00"
"081000","일진다이아 ","26000","-250","-0.95","511","50.88",,,"12787","2.03","300","1.15"
"020760","일진디스플 ","2060","-60","-2.83",,,,,"805","2.56","0","0.00"
"020150","일진머티리얼즈 ","86600","700","0.81","927","93.42","2139","40.49","13255","6.53","200","0.23"
"103590","일진전기 ","4895","0","0.00","130","37.65",,,"8330","0.59","60","1.23"
"094820","일진파워 ","18850","-50","-0.26","724","26.04",,,"6660","2.83","300","1.59"
"271940","일진하이솔루스 ","38000","50","0.13","536","70.90","615","61.81","1832","20.74","0","0.00"
"015860","일진홀딩스 ","4620","0","0.00","220","21.00",,,"5870","0.79","100","2.16"
"226320","잇츠한불 ","20800","500","2.46",,,,,"18067","1.15","100","0.48"
"049550","잉크테크 ","7060","10","0.14",,,,,"2262","3.12","0","0.00"
"254120","자비스 ","1905","5","0.26",,,,,"506","3.76","0","0.00"
"043910","자연과환경 ","1365","-15","-1.09",,,,,"652","2.09","0","0.00"
"234920","자이글 ","3305","40","1.23","64","51.64",,,"3844","0.86","0","0.00"
"289220","자이언트스텝 ","44650","-200","-0.45",,,"159","280.54","903","49.45","0","0.00"
"317400","자이에스앤디 ","9110","-40","-0.44","727","12.53","989","9.21","5653","1.61","150","1.65"
"033240","자화전자 ","20950","-200","-0.95",,,"1549","13.52","15221","1.38","0","0.00"
"174880","장원테크 ","2125","-50","-2.30",,,,,"5545","0.38","0","0.00"
"049630","재영솔루텍 ","980","-10","-1.01",,,,,"624","1.57","0","0.00"
"000950","전방 ","39100","-300","-0.76","5181","7.55",,,"83530","0.47","0","0.00"
"110020","전진바이오팜 ","4940","-30","-0.60",,,,,"1867","2.65","0","0.00"
"208140","정다운 ","2565","-20","-0.77",,,,,"2142","1.20","0","0.00"
"022220","정산애강 ","1890","-35","-1.82","48","39.38",,,"1655","1.14","0","0.00"
"040420","정상제이엘에스 ","7800","-60","-0.76","449","17.37","993","7.85","4088","1.91","430","5.51"
"045510","정원엔시스 ","1840","-50","-2.65","23","80.00",,,"1239","1.49","0","0.00"
"217190","제너셈 ","8910","-110","-1.22",,,,,"1838","4.85","0","0.00"
"095700","제넥신 ","44900","200","0.45","1149","39.08",,,"21686","2.07","0","0.00"
"072520","제넨바이오 ","3010","245","8.86",,,,,"1560","1.93","0","0.00"
"122310","제노레이 ","10100","-100","-0.98","709","14.25",,,"4571","2.21","120","1.19"
"361390","제노코 ","26650","1400","5.54","291","91.58",,,"1412","18.87","0","0.00"
"187420","제노포커스 ","6740","-120","-1.75",,,,,"1797","3.75","0","0.00"
"225220","제놀루션 ","12650","0","0.00","4124","3.07",,,"6417","1.97","700","5.53"
"123330","제닉 ","5520","-110","-1.95",,,,,"3190","1.73","0","0.00"
"159580","제로투세븐 ","8590","-140","-1.60",,,,,"3607","2.38","0","0.00"
"147830","제룡산업 ","3485","-45","-1.27","285","12.23",,,"3077","1.13","150","4.30"
"033100","제룡전기 ","4545","-90","-1.94","219","20.75",,,"3659","1.24","50","1.10"
"079370","제우스 ","26650","500","1.91","1766","15.09","3315","8.04","22802","1.17","200","0.75"
"054950","제이브이엠 ","13450","-150","-1.10","482","27.90","1407","9.56","11366","1.18","400","2.97"
"090470","제이스텍 ","7100","-30","-0.42",,,,,"7883","0.90","50","0.70"
"287410","제이시스메디칼 ","7760","30","0.39",,,"394","19.67","1814","4.28","0","0.00"
"137950","제이씨케미칼 ","9360","-840","-8.24","357","26.22","1415","6.62","4545","2.06","90","0.96"
"033320","제이씨현시스템 ","6490","-110","-1.67","553","11.74",,,"5021","1.29","70","1.08"
"204270","제이앤티씨 ","6200","-50","-0.80","1050","5.90","487","12.73","6720","0.92","0","0.00"
"194370","제이에스코퍼레이션 ","25100","-400","-1.57","189","132.80","4773","5.26","11293","2.22","450","1.79"
"026040","제이에스티나 ","3255","-95","-2.84",,,,,"1874","1.74","0","0.00"
"126880","제이엔케이히터 ","6180","250","4.22","95","65.05",,,"4418","1.40","0","0.00"
"322510","제이엘케이 ","6050","0","0.00",,,,,"2032","2.98","0","0.00"
"033050","제이엠아이 ","1320","-30","-2.22",,,,,"1123","1.18","0","0.00"
"094970","제이엠티 ","3900","-100","-2.50","318","12.26",,,"3448","1.13","50","1.28"
"058420","제이웨이 ","2160","0","0.00",,,,,"1206","1.79","0","0.00"
"025620","제이준코스메틱 ","919","-12","-1.29",,,,,"1201","0.77","0","0.00"
"036420","제이콘텐트리 ","59900","300","0.50",,,"562","106.66","11841","5.06","0","0.00"
"089790","제이티 ","8000","-70","-0.87","519","15.41",,,"3102","2.58","0","0.00"
