종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"013870","지엠비코리아 ","5440","90","1.68",,,,,"11553","0.47","0","0.00"
"071320","지역난방공사 ","35450","-750","-2.07","2279","15.56","1034","34.28","155780","0.23","965","2.72"
"311320","지오엘리먼트 ","21200","-150","-0.70","534","39.70",,,"4642","4.57","0","0.00"
"010580","지코 ","1530","0","0.00",,,,,"885","1.73","0","0.00"
"035000","지투알 ","6230","20","0.32","558","11.16",,,"8771","0.71","300","4.82"
"219750","지티지웰니스 ","831","-43","-4.92",,,,,"692","1.20","0","0.00"
"088790","진도 ","2785","-100","-3.47",,,,,"7790","0.36","0","0.00"
"018120","진로발효 ","30150","-150","-0.50","1717","17.56",,,"12070","2.50","1350","4.48"
"109820","진매트릭스 ","6630","50","0.76","422","15.71",,,"1637","4.05","0","0.00"
"086060","진바이오텍 ","4570","-110","-2.35",,,,,"5231","0.87","30","0.66"
"036890","진성티이씨 ","9420","-90","-0.95","759","12.41",,,"6655","1.42","200","2.12"
"363250","진시스템 ","9660","-120","-1.23",,,,,"2305","4.19","0","0.00"
"003780","진양산업 ","11200","-650","-5.49","395","28.35",,,"3341","3.35","180","1.61"
"007370","진양제약 ","6600","-50","-0.75","329","20.06",,,"3859","1.71","100","1.52"
"010640","진양폴리 ","7580","-440","-5.49","161","47.08",,,"2691","2.82","125","1.65"
"100250","진양홀딩스 ","3800","-60","-1.55","475","8.00",,,"5815","0.65","170","4.47"
"051630","진양화학 ","6560","-140","-2.09","69","95.07",,,"2300","2.85","0","0.00"
"272450","진에어 ","15600","-550","-3.41",,,,,"2106","7.41","0","0.00"
"011000","진원생명과학 ","15950","-50","-0.31",,,,,"1440","11.08","0","0.00"
"002780","진흥기업 ","2190","-20","-0.90","140","15.64",,,"811","2.70","0","0.00"
"002787","진흥기업2우B ","16500","0","0.00",,,,,,,"0","0.00"
"002785","진흥기업우B ","6560","-20","-0.30",,,,,,,"0","0.00"
"085660","차바이오텍 ","17400","100","0.58",,,,,"6757","2.58","0","0.00"
"261780","차백신연구소 ","7480","70","0.94",,,,,"70","106.86","0","0.00"
"009310","참엔지니어링 ","1135","-10","-0.87","90","12.61",,,"1453","0.78","0","0.00"
"158310","참존글로벌 ","1680","0","0.00",,,,,,,"0","0.00"
"094850","참좋은여행 ","14700","0","0.00",,,,,"6746","2.18","0","0.00"
"004650","창해에탄올 ","13000","-50","-0.38","1705","7.62",,,"14242","0.91","600","4.62"
"278280","천보 ","282500","1200","0.43","2742","103.03","7429","38.03","22425","12.60","300","0.11"
"000650","천일고속 ","62900","100","0.16",,,,,"26545","2.37","3000","4.77"
"096240","청담러닝 ","31950","-100","-0.31","961","33.25",,,"10763","2.97","800","2.50"
"066360","체리부로 ","1440","-45","-3.03",,,,,"1481","0.97","0","0.00"
"033250","체시스 ","1015","-5","-0.49",,,,,"1040","0.98","0","0.00"
"047820","초록뱀미디어 ","2605","40","1.56",,,"68","38.47","776","3.36","0","0.00"
"052300","초록뱀컴퍼니 ","1010","-5","-0.49","370","2.73",,,"1985","0.51","0","0.00"
"094360","칩스앤미디어 ","20850","900","4.51","200","104.25","838","24.89","3383","6.16","50","0.24"
"016920","카스 ","2935","-110","-3.61",,,,,"1850","1.59","10","0.34"
"284620","카이노스메드 ","2035","-35","-1.69",,,,,"118","17.25","0","0.00"
"035720","카카오 ","93300","1700","1.86","369","252.85","2059","45.31","14286","6.53","30","0.03"
"293490","카카오게임즈 ","71400","1100","1.56","1388","51.44","3278","21.78","13529","5.28","0","0.00"
"323410","카카오뱅크 ","48050","700","1.48","309","155.50","730","65.82","6861","7.00","0","0.00"
"377300","카카오페이 ","131500","-2500","-1.87",,,"128","1025.92","1640","80.18","0","0.00"
"042000","카페24 ","19300","-300","-1.53","355","54.37",,,"6482","2.98","0","0.00"
"006380","카프로 ","4240","100","2.42",,,,,"3095","1.37","0","0.00"
"317530","캐리소프트 ","8500","-160","-1.85",,,,,"1990","4.27","0","0.00"
"071850","캐스텍코리아 ","2820","-45","-1.57",,,,,"6120","0.46","0","0.00"
"050110","캠시스 ","1700","-5","-0.29",,,,,"1296","1.31","0","0.00"
"223310","커머스마이너 ","3320","0","0.00",,,,,"2221","1.49","0","0.00"
"109070","컨버즈 ","4100","0","0.00",,,,,"539","7.61","0","0.00"
"078340","컴투스 ","108000","200","0.19","6655","16.23","8986","12.02","75643","1.43","1500","1.39"
"063080","컴투스홀딩스 ","135400","1600","1.20","3145","43.05","8766","15.45","41770","3.24","0","0.00"
"307930","컴퍼니케이 ","8640","-180","-2.04","632","13.67","1152","7.50","3747","2.31","190","2.20"
"263700","케어랩스 ","8170","-10","-0.12","288","28.37",,,"5689","1.44","0","0.00"
"214370","케어젠 ","55700","-1800","-3.13","3193","17.44",,,"19097","2.92","2000","3.59"
"221980","케이디켐 ","15900","0","0.00","1834","8.67",,,"20403","0.78","500","3.14"
"001620","케이비아이동국실업 ","727","-14","-1.89",,,,,"2511","0.29","0","0.00"
"330990","케이비제19호스팩 ","2050","-5","-0.24",,,,,,,"0","0.00"
"342550","케이비제20호스팩 ","2070","-15","-0.72",,,,,,,"0","0.00"
"192250","케이사인 ","2505","55","2.24","66","37.95",,,"884","2.83","0","0.00"
"029460","케이씨 ","20100","-450","-2.19","3851","5.22",,,"43711","0.46","300","1.49"
"115500","케이씨에스 ","7270","270","3.86","172","42.27",,,"1749","4.16","220","3.03"
"281820","케이씨텍 ","20100","100","0.50","2118","9.49",,,"16672","1.21","220","1.09"
"089150","케이씨티 ","7460","840","12.69","33","226.06",,,"2105","3.54","60","0.80"
"025880","케이씨피드 ","3070","-90","-2.85","72","42.64",,,"3172","0.97","20","0.65"
"093320","케이아이엔엑스 ","56000","-300","-0.53","3156","17.74",,,"22393","2.50","500","0.89"
"073010","케이에스피 ","1795","-25","-1.37","35","51.29",,,"662","2.71","0","0.00"
"105330","케이엔더블유 ","11200","-400","-3.45",,,,,"4248","2.64","0","0.00"
"272110","케이엔제이 ","13350","-50","-0.37",,,,,"3451","3.87","0","0.00"
"039420","케이엘넷 ","3330","-35","-1.04","200","16.65",,,"1629","2.04","60","1.80"
"083550","케이엠 ","8040","-80","-0.99","3174","2.53",,,"10271","0.78","100","1.24"
"032500","케이엠더블유 ","30550","-350","-1.13","669","45.67",,,"6127","4.99","0","0.00"
"225430","케이엠제약 ","1920","-10","-0.52","22","87.27",,,"1462","1.31","0","0.00"
"102370","케이옥션 ","23200","0","0.00",,,,,"3201","7.25","0","0.00"
"381970","케이카 ","31400","-650","-2.03","602","52.16","1421","22.10","4268","7.36","0","0.00"
"298870","케이티비네트워크 ","4165","-60","-1.42","447","9.32",,,"1901","2.19","250","6.00"
"036030","케이티알파 ","6140","40","0.66",,,,,"5430","1.13","0","0.00"
"064820","케이프 ","4935","0","0.00","316","15.62",,,"5685","0.87","100","2.03"
"347140","케이프이에스제4호 ","2110","0","0.00",,,,,,,"0","0.00"
"256940","케이피에스 ","9820","-10","-0.10",,,,,"3270","3.00","0","0.00"
"024880","케이피에프 ","4720","-35","-0.74",,,,,"8340","0.57","130","2.75"
"042040","케이피엠테크 ","856","-7","-0.81",,,,,"928","0.92","0","0.00"
"054410","케이피티유 ","6230","-20","-0.32",,,,,"5737","1.09","0","0.00"
"274090","켄코아에어로스페이스 ","12150","-250","-2.02",,,,,"3496","3.48","0","0.00"
"217600","켐온 ","2555","5","0.20","32","79.84",,,"856","2.98","0","0.00"
"089010","켐트로닉스 ","26100","-150","-0.57","1200","21.75","2187","11.93","7619","3.43","250","0.96"
"220260","켐트로스 ","9540","-160","-1.65","57","167.37",,,"1749","5.45","0","0.00"
"052400","코나아이 ","25400","-1300","-4.87","1277","19.89",,,"6172","4.12","0","0.00"
"046070","코다코 ","1625","-5","-0.31",,,,,"431","3.77","0","0.00"
"047770","코데즈컴바인 ","2300","-30","-1.29","149","15.44",,,"1206","1.91","0","0.00"
"078940","코드네이처 ","1895","-35","-1.81",,,,,"588","3.22","0","0.00"
"080530","코디 ","1620","-10","-0.61",,,,,"1479","1.10","0","0.00"
"224060","코디엠 ","182","-2","-1.09",,,,,"304","0.60","0","0.00"
"104540","코렌텍 ","10200","-100","-0.97","148","68.92",,,"3789","2.69","0","0.00"
"027050","코리아나 ","3865","-35","-0.90",,,,,"1963","1.97","0","0.00"
"290510","코리아센터 ","5950","-30","-0.50","460","12.93","199","29.91","2979","2.00","0","0.00"
"007815","코리아써우 ","9580","20","0.21",,,,,,,"0","0.00"
"007810","코리아써키트 ","29050","50","0.17","422","68.84","4202","6.91","12532","2.32","0","0.00"
"00781K","코리아써키트2우B ","9790","80","0.82",,,,,,,"0","0.00"
"190650","코리아에셋투자증권 ","12850","-150","-1.15","1816","7.08",,,"12686","1.01","450","3.50"
"101670","코리아에스이 ","1425","0","0.00",,,,,"1365","1.04","0","0.00"
"123410","코리아에프티 ","3200","-25","-0.78","132","24.24",,,"4388","0.73","30","0.94"
"003690","코리안리 ","9280","30","0.32","1252","7.41","1873","4.95","20403","0.45","450","4.85"
"036690","코맥스 ","4260","5","0.12","161","26.46",,,"4565","0.93","50","1.17"
"049430","코메론 ","10100","-200","-1.94","1455","6.94",,,"16453","0.61","200","1.98"
"183300","코미코 ","51200","-200","-0.39","2473","20.70","4735","10.81","16223","3.16","350","0.68"
"041960","코미팜 ","8710","190","2.23",,,,,"1188","7.33","0","0.00"
"089890","코세스 ","11450","-50","-0.43","403","28.41",,,"1728","6.63","0","0.00"
"009730","코센 ","2715","0","0.00",,,,,"2082","1.30","0","0.00"
"082660","코스나인 ","1160","5","0.43",,,,,"660","1.76","0","0.00"
"192820","코스맥스 ","81800","1000","1.24","2086","39.21","8855","9.24","33444","2.45","0","0.00"
"044820","코스맥스비티아이 ","13000","150","1.17",,,,,"30308","0.43","200","1.54"
"222040","코스맥스엔비티 ","5800","80","1.40",,,,,"2802","2.07","0","0.00"
"241710","코스메카코리아 ","14800","50","0.34","245","60.41","1031","14.36","12150","1.22","0","0.00"
"005070","코스모신소재 ","37050","-450","-1.20","401","92.39",,,"6045","6.13","0","0.00"
"005420","코스모화학 ","13950","-150","-1.06",,,,,"4716","2.96","0","0.00"
"069110","코스온 ","2630","0","0.00",,,,,"3517","0.75","0","0.00"
"071950","코아스 ","1045","-20","-1.88",,,,,"771","1.36","0","0.00"
"166480","코아스템 ","14400","-150","-1.03",,,,,"2627","5.48","0","0.00"
"045970","코아시아 ","8510","10","0.12",,,,,"4319","1.97","0","0.00"
"196450","코아시아옵틱스 ","2240","-5","-0.22",,,,,"2065","1.08","0","0.00"
"029960","코엔텍 ","7870","-70","-0.88","513","15.34",,,"3028","2.60","510","6.48"
"002020","코오롱 ","28650","-250","-0.87","10889","2.63",,,"52610","0.54","500","1.75"
"003070","코오롱글로벌 ","20900","-350","-1.65","3249","6.43","6576","3.18","18560","1.13","400","1.91"
"003075","코오롱글로벌우 ","28600","-450","-1.55",,,,,,,"450","1.57"
"102940","코오롱생명과학 ","35250","700","2.03",,,,,"5078","6.94","0","0.00"
"002025","코오롱우 ","18600","150","0.81",,,,,,,"550","2.96"
"120110","코오롱인더 ","56500","-800","-1.40","6834","8.27","7022","8.05","73257","0.77","1000","1.77"
"120115","코오롱인더우 ","28200","-300","-1.05",,,,,,,"1050","3.72"
"138490","코오롱플라스틱 ","10900","200","1.87","79","137.97",,,"5217","2.09","0","0.00"
"021240","코웨이 ","66200","-700","-1.05","5584","11.86","7076","9.36","20207","3.28","1200","1.81"
"033290","코웰패션 ","7410","-140","-1.85","697","10.63","1271","5.83","3233","2.29","120","1.62"
"056360","코위버 ","8190","-50","-0.61","599","13.67",,,"12442","0.66","80","0.98"
"282880","코윈테크 ","29400","100","0.34","268","109.70","1946","15.11","10203","2.88","200","0.68"
"121850","코이즈 ","4940","-120","-2.37",,,,,"1083","4.56","0","0.00"
"015710","코콤 ","5940","-50","-0.83","438","13.56",,,"6987","0.85","155","2.61"
"052330","코텍 ","9960","-90","-0.90",,,,,"19253","0.52","250","2.51"
"322780","코퍼스코리아 ","2810","-20","-0.71","71","39.58",,,"1112","2.53","10","0.36"
"126600","코프라 ","7860","0","0.00","622","12.64",,,"5620","1.40","100","1.27"
"200130","콜마비앤에이치 ","34350","-350","-1.01","2724","12.61","2801","12.26","10999","3.12","320","0.93"
"031820","콤텍시스템 ","911","-4","-0.44",,,,,"1163","0.78","0","0.00"
"294570","쿠콘 ","46950","-550","-1.16","2280","20.59",,,"8013","5.86","0","0.00"
"192400","쿠쿠홀딩스 ","17200","-50","-0.29","3434","5.01",,,"21397","0.80","660","3.84"
"284740","쿠쿠홈시스 ","37550","-150","-0.40","3323","11.30",,,"22342","1.68","600","1.60"
"317690","퀀타매트릭스 ","8060","-40","-0.49",,,,,"3917","2.06","0","0.00"
"365270","큐라클 ","12600","-200","-1.56",,,,,"594","21.21","0","0.00"
"060280","큐렉소 ","7280","-90","-1.22","12","606.67",,,"1341","5.43","0","0.00"
"015590","큐로 ","408","-9","-2.16","7","58.29",,,"473","0.86","0","0.00"
"040350","큐로컴 ","1105","-25","-2.21",,,,,"442","2.50","0","0.00"
"051780","큐로홀딩스 ","612","-55","-8.25",,,,,"287","2.13","0","0.00"
"115180","큐리언트 ","30300","0","0.00",,,,,"4908","6.17","0","0.00"
"182360","큐브엔터 ","18700","-200","-1.06",,,,,"2660","7.03","0","0.00"
"066310","큐에스아이 ","18450","-100","-0.54","16","1153.13",,,"5958","3.10","50","0.27"
"016600","큐캐피탈 ","571","-1","-0.17","14","40.79",,,"770","0.74","0","0.00"
"264900","크라운제과 ","8980","-120","-1.32","1247","7.20",,,"11481","0.78","250","2.78"
"26490K","크라운제과우 ","12700","50","0.40",,,,,,,"252","1.98"
"005740","크라운해태홀딩스 ","8930","-100","-1.11","1527","5.85",,,"18262","0.49","100","1.12"
"005745","크라운해태홀딩스우 ","13000","-200","-1.52",,,,,,,"105","0.81"
"259960","크래프톤 ","275500","4500","1.66","13771","20.01","14925","18.46","28377","9.71","0","0.00"
"043590","크로바하이텍 ","2485","0","0.00",,,,,"571","4.35","0","0.00"
"114120","크루셜텍 ","1140","0","0.00",,,,,"1947","0.59","0","0.00"
"110790","크리스에프앤씨 ","40650","900","2.26","3486","11.66","7293","5.57","20508","1.98","740","1.82"
"083790","크리스탈지노믹스 ","5690","-10","-0.18",,,,,"3102","1.83","0","0.00"
"045520","크린앤사이언스 ","19900","-300","-1.49","2182","9.12",,,"8200","2.43","500","2.51"
"036170","클라우드에어 ","1360","-15","-1.09",,,,,"1868","0.73","0","0.00"
"214150","클래시스 ","18850","800","4.43","590","31.95","891","21.16","1913","9.85","60","0.32"
"352770","클리노믹스 ","10800","-100","-0.92",,,,,"2998","3.60","0","0.00"
"237880","클리오 ","23700","-50","-0.21","576","41.15","952","24.89","8925","2.66","100","0.42"
"139670","키네마스터 ","14300","-100","-0.69","188","76.06",,,"1054","13.57","0","0.00"
"020120","키다리스튜디오 ","15200","0","0.00","4","3800.00","574","26.49","1469","10.35","0","0.00"
"039490","키움증권 ","99400","-600","-0.60","30319","3.28","27297","3.64","111919","0.89","3000","3.02"
"054780","키이스트 ","12950","-50","-0.38","560","23.13","502","25.82","2438","5.31","0","0.00"
"219130","타이거일렉 ","17400","-400","-2.25","701","24.82",,,"7639","2.28","0","0.00"
"065130","탑엔지니어링 ","6860","-40","-0.58",,,,,"13014","0.53","0","0.00"
"134580","탑코미디어 ","6660","10","0.15",,,,,"1795","3.71","0","0.00"
"014580","태경비케이 ","4645","90","1.98","167","27.81",,,"4950","0.94","100","2.15"
"015890","태경산업 ","6710","100","1.51","186","36.08",,,"7968","0.84","240","3.58"
"006890","태경케미컬 ","14050","-450","-3.10","681","20.63",,,"10707","1.31","200","1.42"
"023160","태광 ","10950","50","0.46",,,"632","17.32","15904","0.69","50","0.46"
"003240","태광산업 ","991000","-8000","-0.80","125727","7.88",,,"2969365","0.33","1550","0.16"
"011280","태림포장 ","4030","-20","-0.49","43","93.72",,,"4352","0.93","0","0.00"
"053620","태양 ","8720","-50","-0.57","881","9.90",,,"19081","0.46","150","1.72"
"004100","태양금속 ","1310","-25","-1.87",,,,,"2467","0.53","5","0.38"
"004105","태양금속우 ","2230","0","0.00",,,,,,,"10","0.45"
"009410","태영건설 ","9980","-10","-0.10","9514","1.05","3463","2.88","15974","0.62","325","3.26"
"009415","태영건설우 ","10850","-250","-2.25",,,,,,,"330","3.04"
"044490","태웅 ","12500","0","0.00",,,,,"23342","0.54","0","0.00"
"124560","태웅로직스 ","8680","-280","-3.13","469","18.51","2559","3.39","3023","2.87","50","0.58"
"001420","태원물산 ","4790","-85","-1.74",,,,,"4160","1.15","50","1.04"
"007980","태평양물산 ","2250","-50","-2.17",,,,,"3487","0.65","0","0.00"
"191420","테고사이언스 ","18250","250","1.39","230","79.35",,,"6059","3.01","0","0.00"
"073640","테라사이언스 ","2090","15","0.72",,,,,"428","4.88","0","0.00"
"182690","테라셈 ","1440","0","0.00",,,,,"1267","1.14","0","0.00"
"066700","테라젠이텍스 ","5090","-30","-0.59",,,,,"11542","0.44","0","0.00"
"095610","테스 ","24400","-200","-0.81","1580","15.44","3212","7.60","11964","2.04","450","1.84"
"131970","테스나 ","41600","150","0.36","2260","18.41","4046","10.28","13105","3.17","130","0.31"
"055490","테이팩스 ","78200","-1000","-1.26","2931","26.68","6028","12.97","24253","3.22","500","0.64"
"089030","테크윙 ","19100","-150","-0.78","1712","11.16",,,"10478","1.82","230","1.20"
"054450","텔레칩스 ","17600","250","1.44",,,"1066","16.51","6845","2.57","0","0.00"
"091440","텔레필드 ","2790","-45","-1.59",,,,,"2245","1.24","0","0.00"
"078000","텔코웨어 ","10050","-150","-1.47","332","30.27",,,"11338","0.89","480","4.78"
"200230","텔콘RF제약 ","2200","15","0.69",,,,,"1044","2.11","0","0.00"
"214420","토니모리 ","4230","-110","-2.53",,,,,"3344","1.26","0","0.00"
"215480","토박스코리아 ","1300","-10","-0.76",,,,,"494","2.63","0","0.00"
"051360","토비스 ","9630","-100","-1.03",,,"1264","7.62","11013","0.87","0","0.00"
"045340","토탈소프트 ","5160","-370","-6.69","260","19.85",,,"1571","3.28","0","0.00"
"108230","톱텍 ","7900","-40","-0.50","294","26.87",,,"9538","0.83","100","1.27"
"079970","투비소프트 ","1755","25","1.45",,,,,"1035","1.70","0","0.00"
"199800","툴젠 ","70400","3200","4.76",,,,,"4014","17.54","0","0.00"
"105550","트루윈 ","7880","70","0.90","54","145.93",,,"2710","2.91","0","0.00"
"290090","트윔 ","18200","-300","-1.62","486","37.45",,,"7657","2.38","0","0.00"
"026150","특수건설 ","11050","-150","-1.34","152","72.70",,,"5715","1.93","0","0.00"
"322180","티라유텍 ","12800","-50","-0.39",,,,,"4792","2.67","0","0.00"
"117730","티로보틱스 ","8770","50","0.57",,,"246","35.69","2735","3.21","0","0.00"
"033830","티비씨 ","1255","0","0.00","40","31.38",,,"1133","1.11","10","0.80"
"057680","티사이언티픽 ","3485","-45","-1.27","16","217.81",,,"1787","1.95","0","0.00"
"064760","티씨케이 ","112900","-400","-0.35","5183","21.78","8530","13.24","23166","4.87","1100","0.97"
"246710","티앤알바이오팹 ","39000","700","1.83",,,,,"4418","8.83","0","0.00"
"340570","티앤엘 ","38950","-300","-0.76","1509","25.81","3278","11.88","8853","4.40","400","1.03"
"277880","티에스아이 ","11450","-250","-2.14",,,,,"2002","5.72","0","0.00"
"131290","티에스이 ","57900","-700","-1.19","2594","22.32","5451","10.62","17634","3.28","250","0.43"
"019180","티에이치엔 ","4035","-50","-1.22",,,,,"3741","1.08","30","0.74"
"356860","티엘비 ","31800","-50","-0.16","2912","10.92",,,"14445","2.20","0","0.00"
"062860","티엘아이 ","6100","50","0.83",,,,,"6408","0.95","0","0.00"
"363280","티와이홀딩스 ","27500","250","0.92","10193","2.70","2870","9.58","28162","0.98","0","0.00"
"36328K","티와이홀딩스우 ","21700","0","0.00",,,,,,,"0","0.00"
"321550","티움바이오 ","16650","100","0.60",,,,,"3469","4.80","0","0.00"
"091810","티웨이항공 ","3255","-65","-1.96",,,,,"1060","3.07","0","0.00"
"004870","티웨이홀딩스 ","665","-4","-0.60",,,,,"923","0.72","0","0.00"
"104480","티케이케미칼 ","5600","-40","-0.71",,,"4262","1.31","2940","1.90","0","0.00"
"081150","티플랙스 ","6350","1040","19.59","156","40.71",,,"4176","1.52","25","0.39"
"130740","티피씨글로벌 ","3730","-70","-1.84","217","17.19",,,"5596","0.67","0","0.00"
"084730","팅크웨어 ","16500","0","0.00","901","18.31",,,"15054","1.10","0","0.00"
"046210","파나진 ","3720","-85","-2.23","153","24.31",,,"780","4.77","0","0.00"
"058530","파나케이아 ","1620","0","0.00",,,,,"4500","0.36","0","0.00"
"034230","파라다이스 ","16150","100","0.62",,,,,"12583","1.28","0","0.00"
"033540","파라텍 ","1925","-25","-1.28","212","9.08",,,"1488","1.29","0","0.00"
"043200","파루 ","912","4","0.44",,,,,"732","1.25","0","0.00"
"214450","파마리서치 ","86800","1100","1.28","3447","25.18","5795","14.98","24505","3.54","500","0.58"
"208340","파멥신 ","5210","20","0.39",,,,,"2299","2.27","0","0.00"
"005690","파미셀 ","11200","200","1.82","87","128.74",,,"952","11.76","0","0.00"
"177830","파버나인 ","4840","-60","-1.22","348","13.91",,,"4517","1.07","0","0.00"
"037070","파세코 ","19150","-750","-3.77","711","26.93",,,"4337","4.42","300","1.57"
"150900","파수 ","9040","-40","-0.44",,,,,"1797","5.03","0","0.00"
"037030","파워넷 ","5000","165","3.41","15","333.33",,,"4519","1.11","0","0.00"
"047310","파워로직스 ","7040","140","2.03",,,,,"6083","1.16","0","0.00"
"170790","파이오링크 ","14600","-100","-0.68","1667","8.76","1849","7.90","7590","1.92","150","1.03"
"049120","파인디앤씨 ","2300","35","1.55",,,,,"1299","1.77","0","0.00"
"038950","파인디지털 ","6920","-130","-1.84","755","9.17",,,"8808","0.79","100","1.45"
"106240","파인테크닉스 ","12850","300","2.39","126","101.98",,,"1406","9.14","0","0.00"
"131760","파인텍 ","1310","0","0.00",,,,,"772","1.70","0","0.00"
"065690","파커스 ","2860","-55","-1.89",,,,,"5288","0.54","150","5.24"
"140860","파크시스템스 ","115200","-1000","-0.86","1498","76.90","4090","28.16","7960","14.47","180","0.16"
"091700","파트론 ","10300","-50","-0.48","431","23.90","1227","8.39","6486","1.59","250","2.43"
"032800","판타지오 ","861","154","21.78",,,,,"550","1.57","0","0.00"
"318010","팜스빌 ","15700","50","0.32","367","42.78",,,"7019","2.24","100","0.64"
"036580","팜스코 ","6100","-90","-1.45","355","17.18",,,"8074","0.76","100","1.64"
"027710","팜스토리 ","2685","-195","-6.77","245","10.96",,,"1850","1.45","50","1.86"
"004720","팜젠사이언스 ","9030","-70","-0.77","675","13.38",,,"5677","1.59","0","0.00"
"225590","패션플랫폼 ","1910","0","0.00","42","45.48",,,"1567","1.22","0","0.00"
"054300","팬스타엔터프라이즈 ","858","-16","-1.83",,,,,"694","1.24","0","0.00"
"068050","팬엔터테인먼트 ","5030","290","6.12","66","76.21",,,"2495","2.02","0","0.00"
"028670","팬오션 ","7060","-50","-0.70","173","40.81","880","8.03","5250","1.34","50","0.71"
"222110","팬젠 ","8750","-100","-1.13",,,,,"1474","5.94","0","0.00"
"010820","퍼스텍 ","4215","-165","-3.77","151","27.91",,,"930","4.53","0","0.00"
"016800","퍼시스 ","35650","-300","-0.83","3660","9.74","3991","8.93","40080","0.89","1000","2.81"
"263750","펄어비스 ","105300","4600","4.57","1655","63.63","4292","24.54","9739","10.81","0","0.00"
"251970","펌텍코리아 ","17000","-100","-0.58","1631","10.42",,,"14321","1.19","430","2.53"
"001020","페이퍼코리아 ","2070","-5","-0.24","7","295.71",,,"748","2.77","0","0.00"
"087010","펩트론 ","9230","-20","-0.22",,,,,"3739","2.47","0","0.00"
"090080","평화산업 ","1670","-25","-1.47",,,,,"465","3.59","0","0.00"
"010770","평화홀딩스 ","3795","-60","-1.56",,,,,"7852","0.48","150","3.95"
"119500","포메탈 ","6070","-100","-1.62","149","40.74",,,"3863","1.57","60","0.99"
"022100","포스코 ICT ","5690","-10","-0.18","57","99.82",,,"2425","2.35","50","0.88"
"058430","포스코강판 ","47100","-1600","-3.29","1056","44.60",,,"37210","1.27","500","1.06"
"009520","포스코엠텍 ","7520","-100","-1.31","226","33.27","264","28.47","2315","3.25","80","1.06"
"047050","포스코인터내셔널 ","21700","-1000","-4.41","1934","11.22","3290","6.59","25598","0.85","700","3.23"
"003670","포스코케미칼 ","109500","-1500","-1.35","455","240.66","2125","51.52","15401","7.11","300","0.27"
"189690","포시에스 ","8940","-30","-0.33","532","16.80",,,"7310","1.22","100","1.12"
"318020","포인트모바일 ","19150","50","0.26",,,,,"4046","4.73","0","0.00"
"256630","포인트엔지니어링 ","3010","15","0.50","155","19.42",,,"1362","2.21","40","1.33"
"331380","포커스에이치엔에스 ","2750","-45","-1.61",,,"318","8.64",,,"0","0.00"
"141020","포티스 ","1335","0","0.00",,,,,"5056","0.26","0","0.00"
"041020","폴라리스오피스 ","1845","0","0.00",,,,,"883","2.09","0","0.00"
"114630","폴라리스우노 ","4195","-20","-0.47","141","29.75",,,"5537","0.76","100","2.38"
"123010","폴라리스웍스 ","1730","0","0.00",,,,,"508","3.41","0","0.00"
"290720","푸드나무 ","24250","-550","-2.22","935","25.94","1984","12.23","8267","2.93","300","1.24"
"005670","푸드웰 ","7000","-100","-1.41","423","16.55",,,"8013","0.87","85","1.21"
"094940","푸른기술 ","8600","-20","-0.23","128","67.19",,,"3547","2.42","0","0.00"
"007330","푸른저축은행 ","11700","-100","-0.85","1824","6.41",,,"18411","0.64","550","4.70"
"017810","풀무원 ","16550","-300","-1.78","399","41.48","931","17.78","10677","1.55","102","0.62"
"093380","풍강 ","4000","-35","-0.87","16","250.00",,,"6155","0.65","30","0.75"
"023900","풍국주정 ","16600","-250","-1.48","651","25.50",,,"11172","1.49","180","1.08"
"103140","풍산 ","34150","-1350","-3.80","2567","13.30","5609","6.09","51539","0.66","600","1.76"
"005810","풍산홀딩스 ","29200","-150","-0.51","1454","20.08",,,"63127","0.46","1200","4.11"
"371950","풍원정밀 ","18600","-700","-3.63","36","516.67","1033","18.01","1281","14.52","0","0.00"
"370090","퓨런티어 ","22750","-400","-1.73",,,"664","34.25","898","25.33","0","0.00"
"220100","퓨쳐켐 ","15100","200","1.34",,,,,"3340","4.52","0","0.00"
"035200","프럼파스트 ","5060","-120","-2.32","171","29.59",,,"3601","1.41","50","0.99"
"334970","프레스티지바이오로직스 ","7150","0","0.00",,,,,,,"0","0.00"
"203690","프로스테믹스 ","2480","-35","-1.39",,,,,"469","5.29","0","0.00"
"321260","프로이천 ","3015","-55","-1.79",,,"123","24.42",,,"0","0.00"
"053610","프로텍 ","28200","-250","-0.88","1154","24.44","4920","5.73","18741","1.50","300","1.06"
"377220","프롬바이오 ","8070","-20","-0.25",,,,,"1991","4.05","0","0.00"
"335810","프리시젼바이오 ","8750","-80","-0.91",,,,,"3310","2.64","0","0.00"
"053160","프리엠스 ","8360","-720","-7.93","23","363.48",,,"8118","1.03","50","0.60"
"367000","플래티어 ","15750","0","0.00","697","22.60","735","21.44","1314","11.99","0","0.00"
"075130","플랜티넷 ","6320","-150","-2.32","131","48.24",,,"7259","0.87","200","3.16"
"009810","플레이그램 ","2365","25","1.07","86","27.50",,,"783","3.02","0","0.00"
"237820","플레이디 ","7200","-100","-1.37","123","58.54",,,"5491","1.31","0","0.00"
"023770","플레이위드 ","9990","40","0.40","1552","6.44",,,"3798","2.63","300","3.00"
"300080","플리토 ","44000","500","1.15",,,,,"3776","11.65","0","0.00"
